nombre;referencia;codigo_barras;invima;cum;codigo_producto_dian;existencias;impuesto;precioventa_con_impuesto;precio_venta_base;precio_venta_minimo;descuento_maximo_ps;precio_compra;precio_compraipm;total_impoconsumo;total_estampilla;icui;ibua;costo;stock_minino;es_ingrediente;manejo_bascula;vender_solo_existencia;realizar_pedido_solo_existencia;utilidad;mostrar_tienda;categoria;marca;codigo_cuenta;precio1;precio2;precio3;precio4;ubicacion;proveedor;nit_proveedor;url_imagen;nota;tipo_producto
ASPIRADORA MD-A3;;6032;;;;1000;0;74271;74271;0;0;68888.88889;68888.88889;0;0;0;0;68888.88889;5;;;;1;7.246584954;TRUE;CACHARROS;GENERICA;;85944.44444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
ASPIRADORA PORTATIL;;6033;;;;999;0;14375;14375;0;0;13333.33333;13333.33333;0;0;0;0;13333.33333;5;;;;1;7.246376812;TRUE;CACHARROS;GENERICA;;26916.66667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
ASTRONAUTA DE COLORES TA2-271;;6034;;;;1000;0;34740;34740;0;0;32222.22222;32222.22222;0;0;0;0;32222.22222;5;;;;1;7.247489285;TRUE;CACHARROS;GENERICA;;46986.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
AUDIFONOS DE CONDUCCION BP-A132BT;;6040;;;;1000;0;47917;47917;0;0;44444.44444;44444.44444;0;0;0;0;44444.44444;5;;;;1;7.24702205;TRUE;CACHARROS;GENERICA;;59972.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
BARBACOA ASADOR R95301;;4004;;;;1000;0;81458;81458;0;0;75555.55556;75555.55556;0;0;0;0;75555.55556;5;;;;1;7.245997256;TRUE;CACHARROS;GENERICA;;93027.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
BASCULA BT DIGITAL;;4007;;;;994;0;19167;19167;0;0;17777.77778;17777.77778;0;0;0;0;17777.77778;5;;;;1;7.24798989;TRUE;CACHARROS;GENERICA;;31638.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
BASCULA DE ALIMENTOS SWAM;;4008;;;;1000;0;100625;100625;0;0;93333.33333;93333.33333;0;0;0;0;93333.33333;5;;;;1;7.246376812;TRUE;CACHARROS;GENERICA;;111916.6667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
BASE DE CARGA PARA RELOJ 2525 BATRI;;6232;;;;1000;0;30188;30188;0;0;28000;28000;0;0;0;0;28000;5;;;;1;7.247913078;TRUE;CACHARROS;GENERICA;;42500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
BASE MESA T2;;4010;;;;1000;0;6708;6708;0;0;6222.222222;6222.222222;0;0;0;0;6222.222222;5;;;;1;7.241767707;TRUE;CACHARROS;GENERICA;;19361.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
"BASE SOPORTE TV P5 32""-75"" ECONOMICA";;7002;;;;1000;0;65885;65885;0;0;61111.11111;61111.11111;0;0;0;0;61111.11111;5;;;;1;7.245790224;TRUE;CACHARROS;GENERICA;;77680.55556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
BATERIA PARA IPHONE 5000 MAH;;;;;;1000;0;25156;25156;0;0;23333.33333;23333.33333;0;0;0;0;23333.33333;5;;;;1;7.245455027;TRUE;CACHARROS;GENERICA;;37541.66667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
BATIDORA R- 96637-110;;4013;;;;1000;0;83854;83854;0;0;77777.77778;77777.77778;0;0;0;0;77777.77778;5;;;;1;7.246192456;TRUE;CACHARROS;GENERICA;;95388.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
BOLA DE HIDROGEL X 500 UND 7-8 MM;;5002;;;;1000;0;419;419;0;0;388.8888889;388.8888889;0;0;0;0;388.8888889;5;;;;1;7.186422699;TRUE;CACHARROS;GENERICA;;13163.19444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
BOLSO PARA COMPUTADOR LP2813;;6066;;;;1000;0;39531;39531;0;0;36666.66667;36666.66667;0;0;0;0;36666.66667;5;;;;1;7.245790224;TRUE;CACHARROS;GENERICA;;51708.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
BOSE A-700;;2006;;;;1000;0;55104;55104;0;0;51111.11111;51111.11111;0;0;0;0;51111.11111;5;;;;1;7.24609627;TRUE;CACHARROS;GENERICA;;67055.55556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
"CABINA 6.5"" SONIVOX SS 2135";;2008;;;;996;0;95833;95833;0;0;88888.88889;88888.88889;0;0;0;0;88888.88889;5;;;;1;7.246054189;TRUE;CACHARROS;GENERICA;;107194.4444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
"CABINA 8"" SONIVOX ARC101";;2010;;;;998;0;204844;204844;0;0;190000;190000;0;0;0;0;190000;5;;;;1;7.246490012;TRUE;CACHARROS;GENERICA;;254763.8889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
"CABINA 8"" SONIVOX SS 2378";;2011;;;;1000;0;137760;137760;0;0;127777.7778;127777.7778;0;0;0;0;127777.7778;5;;;;1;7.24609627;TRUE;CACHARROS;GENERICA;;148513.8889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CABINA AN-2062;;2016;;;;1000;0;149740;149740;0;0;138888.8889;138888.8889;0;0;0;0;138888.8889;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;160319.4444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CABLE CB 128 TPC;;;;;;995;0;5990;5990;0;0;5555.555556;5555.555556;0;0;0;0;5555.555556;5;;;;1;7.252828789;TRUE;CACHARROS;GENERICA;;18652.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CALCULADORA 12 DIGITOS;;7013;;;;1012;0;7786;7786;0;0;7222.222222;7222.222222;0;0;0;0;7222.222222;5;;;;1;7.240916748;TRUE;CACHARROS;GENERICA;;20423.61111;0;0;0;;RAMITECH;16161;;;Estandar
CAMARA 3 ANTENA J1510;;6069;;;;1137;0;47312;47312;0;0;44000;44000;0;0;0;0;44000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;55250;0;0;0;;T-MAX;77889;;;Estandar
CAMARA PORTATIL F2;;6083;;;;1000;0;41927;41927;0;0;38888.88889;38888.88889;0;0;0;0;38888.88889;5;;;;1;7.246192456;TRUE;CACHARROS;GENERICA;;54069.44444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CAMARA V380 J1511;;6087;;;;1000;0;75469;75469;0;0;70000;70000;0;0;0;0;70000;5;;;;1;7.246684069;TRUE;CACHARROS;GENERICA;;87125;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CAMARA WIFI EXTERIORES IP66 Q8-1;;6091;;;;1000;0;61094;61094;0;0;56666.66667;56666.66667;0;0;0;0;56666.66667;5;;;;1;7.246756365;TRUE;CACHARROS;GENERICA;;72958.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CARGADOR DE CARRO AD-45;;903;;;;999;0;10182;10182;0;0;9444.444444;9444.444444;0;0;0;0;9444.444444;5;;;;1;7.243719854;TRUE;CACHARROS;GENERICA;;22784.72222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CARGADOR PARA PC BSY-96W;;3007;;;;1000;0;30188;30188;0;0;28000;28000;0;0;0;0;28000;5;;;;1;7.247913078;TRUE;CACHARROS;GENERICA;;42500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CARGADOR PD-356;;3008;;;;1000;0;14495;14495;0;0;13444.44444;13444.44444;0;0;0;0;13444.44444;5;;;;1;7.247709938;TRUE;CACHARROS;GENERICA;;27034.72222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CEPILLO ELECTRICO;;1001;;;;1000;0;77865;77865;0;0;72222.22222;72222.22222;0;0;0;0;72222.22222;5;;;;1;7.246873149;TRUE;CACHARROS;GENERICA;;89486.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CEPILLO PARA LIMPIAR RG-15;;4028;;;;1000;0;14974;14974;0;0;13888.88889;13888.88889;0;0;0;0;13888.88889;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;27506.94444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CEPILLO PARA MASCOTAS HG-HZP10;;802;;;;1000;0;35938;35938;0;0;33333.33333;33333.33333;0;0;0;0;33333.33333;5;;;;1;7.247667279;TRUE;CACHARROS;GENERICA;;48166.66667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CEPILLO PLANCHA AGUACATE PRO-1723;;1002;;;;1000;0;20844;20844;0;0;19333.33333;19333.33333;0;0;0;0;19333.33333;5;;;;1;7.247489286;TRUE;CACHARROS;GENERICA;;33291.66667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CEPILLO SECADOR AGUACATE;;1003;;;;1072;0;28387;28387;0;0;22000;22000;0;0;0;0;22000;5;;;;1;22.49973579;TRUE;CACHARROS;GENERICA;;36125;0;0;0;;ICOLOR;34322;;;Estandar
CEPILLO SECADOR KERATINA PHDZ-02;;1005;;;;996;0;26354;26354;0;0;24444.44444;24444.44444;0;0;0;0;24444.44444;5;;;;1;7.245790224;TRUE;CACHARROS;GENERICA;;38722.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CINTA;;7020;;;;1060;0;9488;9488.16;0;;7700;7700;0;0;0;0;7700;5;;;;1;18.84622519;TRUE;CACHARROS;GENERICA;;17472.22222;0;0;0;;ZONY MAX;7363299292;;;Estandar
CINTA LED 10MT CAJA;;6093;;;;1010;0;25156;25156;0;0;30800;30800;0;0;0;0;30800;5;;;;1;-22.43599936;TRUE;CACHARROS;GENERICA;;37541.66667;0;0;0;;ROBITEC;8753;;;Estandar
CLOSET 4 CUERPOS;;4030;;;;996;0;77865;77865;0;0;72222.22222;72222.22222;0;0;0;0;72222.22222;5;;;;1;7.246873149;TRUE;CACHARROS;GENERICA;;89486.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COCHE PARA BEBE;;5022;;;;1000;0;182083;182083;0;0;168888.8889;168888.8889;0;0;0;0;168888.8889;5;;;;1;7.246207011;TRUE;CACHARROS;GENERICA;;192194.4444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COLGADOR DE ROPA EN TRIANGULO 879;;4033;;;;1000;0;34740;34740;0;0;32222.22222;32222.22222;0;0;0;0;32222.22222;5;;;;1;7.247489285;TRUE;CACHARROS;GENERICA;;46986.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO TIKTOK 97;;212;;;;1000;0;89844;89844;0;0;83333.33333;83333.33333;0;0;0;0;83333.33333;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;101291.6667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMAS DISEÑO;;6193;;;;998;0;29948;29948;0;0;27777.77778;27777.77778;0;0;0;0;27777.77778;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;42263.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO 4 EN 1 GAMER SET-444;;6094;;;;1019;0;77865;77865;0;0;71500;71500;0;0;0;0;71500;5;;;;1;8.174404418;TRUE;CACHARROS;GENERICA;;89486.11111;0;0;0;;HARVIC;333333333333;;;Estandar
COMBO 7 EN 1 TIKTOK 96;;202;;;;999;0;89844;89844;0;0;83333.33333;83333.33333;0;0;0;0;83333.33333;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;101291.6667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO A89;;203;;;;997;0;60135;60135;0;0;55777.77778;55777.77778;0;0;0;0;55777.77778;5;;;;1;7.245734135;TRUE;CACHARROS;GENERICA;;72013.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO K1;;204;;;;997;0;60135;60135;0;0;55777.77778;55777.77778;0;0;0;0;55777.77778;5;;;;1;7.245734135;TRUE;CACHARROS;GENERICA;;72013.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO K11 MINI;;205;;;;1000;0;71875;71875;0;0;66666.66667;66666.66667;0;0;0;0;66666.66667;5;;;;1;7.246376812;TRUE;CACHARROS;GENERICA;;83583.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO PLANCHA + RIZADOR RE-2506;;1010;;;;1000;0;93438;93438;0;0;86666.66667;86666.66667;0;0;0;0;86666.66667;5;;;;1;7.246873149;TRUE;CACHARROS;GENERICA;;104833.3333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO PLANCHA + SECADOR;;1011;;;;998;0;59896;59896;0;0;55555.55556;55555.55556;0;0;0;0;55555.55556;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;71777.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO RELOJ PRO 9 MAX SET 49MM;;207;;;;1000;0;54146;54146;0;0;50222.22222;50222.22222;0;0;0;0;50222.22222;5;;;;1;7.246662316;TRUE;CACHARROS;GENERICA;;66111.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO RELOJ PRO 9 ULTRA 2 SET 49MM;;208;;;;1000;0;60495;60495;0;0;56111.11111;56111.11111;0;0;0;0;56111.11111;5;;;;1;7.246696238;TRUE;CACHARROS;GENERICA;;72368.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO RELOJ X9;;210;;;;1000;0;60495;60495;0;0;56111.11111;56111.11111;0;0;0;0;56111.11111;5;;;;1;7.246696238;TRUE;CACHARROS;GENERICA;;72368.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO TECLADO TBT-457;;6100;;;;999;0;36057;36057;0;0;33444.44444;33444.44444;0;0;0;0;33444.44444;5;;;;1;7.245626523;TRUE;CACHARROS;GENERICA;;48284.72222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO TECLADO TBT-458;;6101;;;;998;0;37255;37255;0;0;34555.55556;34555.55556;0;0;0;0;34555.55556;5;;;;1;7.245858125;TRUE;CACHARROS;GENERICA;;49465.27778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO TIK96;;211;;;;997;0;96073;96073;0;0;89111.11111;89111.11111;0;0;0;0;89111.11111;5;;;;1;7.246457266;TRUE;CACHARROS;GENERICA;;107430.5556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
COMBO ZT-1;;6105;;;;1000;0;59896;59896;0;0;55555.55556;55555.55556;0;0;0;0;55555.55556;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;71777.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONSOLA CON CONTROL;;5024;;;;998;0;47917;47917;0;0;44444.44444;44444.44444;0;0;0;0;44444.44444;5;;;;1;7.24702205;TRUE;CACHARROS;GENERICA;;59972.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONSOLA CONTROLES DSX G7;;5025;;;;1000;0;138359;138359;0;0;128333.3333;128333.3333;0;0;0;0;128333.3333;5;;;;1;7.246125418;TRUE;CACHARROS;GENERICA;;149104.1667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONSOLA X12 GAMER;;5034;;;;1000;0;131771;131771;0;0;122222.2222;122222.2222;0;0;0;0;122222.2222;5;;;;1;7.246494128;TRUE;CACHARROS;GENERICA;;142611.1111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONTROL DE VIDEO JUEGO NS-21;;6114;;;;998;0;40729;40729;0;0;37777.77778;37777.77778;0;0;0;0;37777.77778;5;;;;1;7.245997256;TRUE;CACHARROS;GENERICA;;52888.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONTROL DISEO PS4 L-664;;6117;;;;1043;0;55104;55104;0;0;36300;36300;0;0;0;0;36300;5;;;;1;34.12456446;TRUE;CACHARROS;GENERICA;;67055.55556;0;0;0;;DAKAR TECHNOLOGY;8433;;;Estandar
CONTROL PARA JUEGO 10;;6123;;;;998;0;77984;77984;0;0;72333.33333;72333.33333;0;0;0;0;72333.33333;5;;;;1;7.245930789;TRUE;CACHARROS;GENERICA;;89604.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONTROL PARA JUEGO 11;;6124;;;;1000;0;125901;125901;0;0;116777.7778;116777.7778;0;0;0;0;116777.7778;5;;;;1;7.246346115;TRUE;CACHARROS;GENERICA;;136826.3889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONTROL PARA JUEGO 12;;6125;;;;1000;0;129495;129495;0;0;120111.1111;120111.1111;0;0;0;0;120111.1111;5;;;;1;7.246526035;TRUE;CACHARROS;GENERICA;;140368.0556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONTROL PLAY 4 P4;;6128;;;;991;0;40729;40729;0;0;37777.77778;37777.77778;0;0;0;0;37777.77778;5;;;;1;7.245997256;TRUE;CACHARROS;GENERICA;;52888.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONTROL T28;;6130;;;;1000;0;49115;49115;0;0;45555.55556;45555.55556;0;0;0;0;45555.55556;5;;;;1;7.247163686;TRUE;CACHARROS;GENERICA;;61152.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONTROL VIDEO JUEGO MT-J17;;6132;;;;1000;0;3594;3594;0;0;3333.333333;3333.333333;0;0;0;0;3333.333333;5;;;;1;7.252828789;TRUE;CACHARROS;GENERICA;;16291.66667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONTROL X3;;6133;;;;1061;0;33542;33542;0;0;23000;23000;0;0;0;0;23000;5;;;;1;31.42925288;TRUE;CACHARROS;GENERICA;;45805.55556;0;0;0;;J.A.;44432;;;Estandar
CONTROL X3;;6134;;;;1012;0;33542;33542;0;0;24000;24000;0;0;0;0;24000;5;;;;1;28.44791605;TRUE;CACHARROS;GENERICA;;45805.55556;0;0;0;;ORMI;43445;;;Estandar
CRISPETERA;;4035;;;;1024;0;44323;44323;0;0;41800;41800;0;0;0;0;41800;5;;;;1;5.692304221;TRUE;CACHARROS;GENERICA;;56430.55556;0;0;0;;ALZ TECHNOLOGY;44466;;;Estandar
CRISPETERA;;4036;;;;1000;0;39531;39531;0;0;36666.66667;36666.66667;0;0;0;0;36666.66667;5;;;;1;7.245790224;TRUE;CACHARROS;GENERICA;;51708.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DESTORNILLADOR ELECTRICO COLOR NARANJA TA2-303;;7024;;;;1000;0;32344;32344;0;0;30000;30000;0;0;0;0;30000;5;;;;1;7.247093742;TRUE;CACHARROS;GENERICA;;44625;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMA AH-803Q;;6139;;;;999;0;29948;29948;0;0;27777.77778;27777.77778;0;0;0;0;27777.77778;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;42263.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMA AIR MAX 3;;6140;;;;996;0;29948;29948;0;0;27777.77778;27777.77778;0;0;0;0;27777.77778;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;42263.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMA AIRPODS MAX ANC ORIGINAL;;6141;;;;1000;0;431250;431250;0;0;400000;400000;0;0;0;0;400000;5;;;;1;7.246376812;TRUE;CACHARROS;GENERICA;;437750;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMA BLUETOOTH JBL T670;;6142;;;;999;0;58099;58099;0;0;53888.88889;53888.88889;0;0;0;0;53888.88889;5;;;;1;7.246443331;TRUE;CACHARROS;GENERICA;;70006.94444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMA BLUETOOTH JBL T690;;6143;;;;999;0;48156;48156;0;0;44666.66667;44666.66667;0;0;0;0;44666.66667;5;;;;1;7.245895285;TRUE;CACHARROS;GENERICA;;60208.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMA DE BARBIE RGB ME-21;;6149;;;;1000;0;41927;41927;0;0;38888.88889;38888.88889;0;0;0;0;38888.88889;5;;;;1;7.246192456;TRUE;CACHARROS;GENERICA;;54069.44444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMA DE HELLO KITTY RGB ME-22;;6151;;;;1000;0;41927;41927;0;0;38888.88889;38888.88889;0;0;0;0;38888.88889;5;;;;1;7.246192456;TRUE;CACHARROS;GENERICA;;54069.44444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMA DE MICKEY RGB ME-20;;6152;;;;1000;0;41927;41927;0;0;38888.88889;38888.88889;0;0;0;0;38888.88889;5;;;;1;7.246192456;TRUE;CACHARROS;GENERICA;;54069.44444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMA DR- SUPER HEROES;;6154;;;;999;0;29948;29948;0;0;27777.77778;27777.77778;0;0;0;0;27777.77778;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;42263.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMA ML-809;;6167;;;;997;0;29948;29948;0;0;27777.77778;27777.77778;0;0;0;0;27777.77778;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;42263.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMA N65 COLORES;;6169;;;;1114;0;21563;21563;0;0;17600;17600;0;0;0;0;17600;5;;;;1;18.37870426;TRUE;CACHARROS;GENERICA;;34000;0;0;0;;VARIEDADES MJ;556787;;;Estandar
DIADEMA P-47;;6171;;;;1000;0;12578;12578;0;0;11666.66667;11666.66667;0;0;0;0;11666.66667;5;;;;1;7.245455027;TRUE;CACHARROS;GENERICA;;25145.83333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMA TUNE 910;;6185;;;;1000;0;41927;41927;0;0;38888.88889;38888.88889;0;0;0;0;38888.88889;5;;;;1;7.246192456;TRUE;CACHARROS;GENERICA;;54069.44444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMAS AIRPODS MAX;;6188;;;;1030;0;50313;50313;0;0;41800;41800;0;0;0;0;41800;5;;;;1;16.9200803;TRUE;CACHARROS;GENERICA;;62333.33333;0;0;0;;MACA;869898;;;Estandar
DIADEMAS BOSE;;6191;;;;1003;0;59896;59896;0;0;55555.55556;55555.55556;0;0;0;0;55555.55556;5;;;;1;7.246634907;TRUE;CACHARROS;GENERICA;;71777.77778;0;0;0;;POWERFUL;3355;;;Estandar
DIADEMAS IPHONE AIRPODS MAX AA CAS;;6194;;;;996;0;41927;41927;0;0;38888.88889;38888.88889;0;0;0;0;38888.88889;5;;;;1;7.246192456;TRUE;CACHARROS;GENERICA;;54069.44444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMAS MUÑECO M32;;6198;;;;999;0;37135;37135;0;0;34444.44444;34444.44444;0;0;0;0;34444.44444;5;;;;1;7.245336086;TRUE;CACHARROS;GENERICA;;49347.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DISCO SOLIDO HARVIC SSD 1T;;6201;;;;1000;0;324635;324635;0;0;301111.1111;301111.1111;0;0;0;0;301111.1111;5;;;;1;7.246257763;TRUE;CACHARROS;GENERICA;;332680.5556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DISCO SOLIDO HARVIC SSD 512GB;;6202;;;;1000;0;216823;216823;0;0;201111.1111;201111.1111;0;0;0;0;201111.1111;5;;;;1;7.24641246;TRUE;CACHARROS;GENERICA;;226430.5556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DRILL RECARGABLE 45000 RPM;;1017;;;;1000;0;82656;82656;0;0;76666.66667;76666.66667;0;0;0;0;76666.66667;5;;;;1;7.24609627;TRUE;CACHARROS;GENERICA;;94208.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DRILL RECARGABLE 45000 RPM TORNAZOL;;1018;;;;1000;0;91042;91042;0;0;84444.44444;84444.44444;0;0;0;0;84444.44444;5;;;;1;7.246716412;TRUE;CACHARROS;GENERICA;;102472.2222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DRON MY - 7208;;6209;;;;1000;0;59896;59896;0;0;55555.55556;55555.55556;0;0;0;0;55555.55556;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;71777.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DRON MY - 7222;;6210;;;;1000;0;59896;59896;0;0;55555.55556;55555.55556;0;0;0;0;55555.55556;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;71777.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DRON MY - 7260;;6211;;;;1000;0;81458;81458;0;0;75555.55556;75555.55556;0;0;0;0;75555.55556;5;;;;1;7.245997256;TRUE;CACHARROS;GENERICA;;93027.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DRONES;;6214;;;;1000;0;149740;149740;0;0;138888.8889;138888.8889;0;0;0;0;138888.8889;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;160319.4444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
ENFRIADOR RECARGABLE PARA CELULAR;;6216;;;;1000;0;54026;54026;0;0;50111.11111;50111.11111;0;0;0;0;50111.11111;5;;;;1;7.246305277;TRUE;CACHARROS;GENERICA;;65993.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
ESCURRIDOR VA-019;;4044;;;;1000;0;101823;101823;0;0;94444.44444;94444.44444;0;0;0;0;94444.44444;5;;;;1;7.246452722;TRUE;CACHARROS;GENERICA;;113097.2222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
ESTABILIZADOR;;6217;;;;1000;0;225208;225208;0;0;208888.8889;208888.8889;0;0;0;0;208888.8889;5;;;;1;7.246239526;TRUE;CACHARROS;GENERICA;;234694.4444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
ESTANTE;;4046;;;;1000;0;47917;47917;0;0;44444.44444;44444.44444;0;0;0;0;44444.44444;5;;;;1;7.24702205;TRUE;CACHARROS;GENERICA;;59972.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
ESTANTE PARA ORGANIZAR OLLAS;;4047;;;;1000;0;29948;29948;0;0;27777.77778;27777.77778;0;0;0;0;27777.77778;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;42263.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
ESTANTE PARA TOALLAS;;4048;;;;1000;0;26354;26354;0;0;24444.44444;24444.44444;0;0;0;0;24444.44444;5;;;;1;7.245790224;TRUE;CACHARROS;GENERICA;;38722.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
ESTUCHE COMPUTADOR LB1914;;4049;;;;1000;0;35938;35938;0;0;33333.33333;33333.33333;0;0;0;0;33333.33333;5;;;;1;7.247667279;TRUE;CACHARROS;GENERICA;;48166.66667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
ESTUCHE COMPUTADOR TAB313;;4050;;;;1000;0;29948;29948;0;0;27777.77778;27777.77778;0;0;0;0;27777.77778;5;;;;1;7.246634908;TRUE;CACHARROS;GENERICA;;42263.88889;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FIRE TV STICK R6 PLUS;;703;;;;989;0;92240;92240;0;0;85555.55556;85555.55556;0;0;0;0;85555.55556;5;;;;1;7.246795798;TRUE;CACHARROS;GENERICA;;103652.7778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
