nombre;referencia;codigo_barras;invima;cum;codigo_producto_dian;existencias;impuesto;precioventa_con_impuesto;precio_venta_base;precio_venta_minimo;descuento_maximo_ps;precio_compra;precio_compraipm;total_impoconsumo;total_estampilla;icui;ibua;costo;stock_minino;es_ingrediente;manejo_bascula;vender_solo_existencia;realizar_pedido_solo_existencia;utilidad;mostrar_tienda;categoria;marca;codigo_cuenta;precio1;precio2;precio3;precio4;ubicacion;proveedor;nit_proveedor;url_imagen;nota;tipo_producto
FORRO MAGSAFE MURANO IP 16 PRO;;;;;;10;0;13011;13011;0;100;12100;12100;0;0;0;0;12100;5;;;;1;7.001767735;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;JOMILUX;34545;;;Estandar
FORRO MAGSAFE MURANO IP 16 PRO MAX;;;;;;10;0;13011;13011;0;100;12100;12100;0;0;0;0;12100;5;;;;1;7.001767735;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JOMILUX;34545;;;Estandar
FORRO DAMA 3D RM A5;;;;;;80;0;10645;10645;0;100;9900;9900;0;0;0;0;9900;5;;;;1;6.998590888;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JOMILUX;34545;;;Estandar
PELUCHE STITCH QUE RESPIRA;;5080;;;;160;0;37849;37849;0;100;35200;35200;0;0;0;0;35200;5;;;;1;6.998863907;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JOMATEC;75425;;;Estandar
BOLSA DE CAUCHOS;;7031;;;;160;0;11591;11591;0;100;10780;10780;0;0;0;0;10780;5;;;;1;6.996807868;TRUE;CACHARROS;GENERICA;;0;0;0;0;;FOCUS;0754;;;Estandar
HOLDER DE MOTO 241 CAS;;6242;;;;20;0;10409;10409;0;100;9680;9680;0;0;0;0;9680;5;;;;1;7.003554616;TRUE;CACHARROS;GENERICA;;0;0;0;0;;FOCUS;0754;;;Estandar
DIADEMA CON CABLE 808;;6148;;;;50;0;7097;7097;0;100;6600;6600;0;0;0;0;6600;5;;;;1;7.002958997;TRUE;CACHARROS;GENERICA;;0;0;0;0;;FOCUS;0754;;;Estandar
MULTITOMAS HEXAGONAL;;7087;;;;20;0;16559;16559;0;100;15400;15400;0;0;0;0;15400;5;;;;1;6.999214928;TRUE;CACHARROS;GENERICA;;0;0;0;0;;FOCUS;0754;;;Estandar
MINI VENTILADOR ASTRONAUTA MLS606;;6;;;;24;0;9462;9462;0;100;8800;8800;0;0;0;0;8800;5;;;;1;6.996406679;TRUE;CACHARROS;GENERICA;;0;0;0;0;;FOCUS;0754;;;Estandar
INVERSOR DE CORRIENTE 12-24V 1664;;6270;;;;3;0;59140;59140;0;100;55000;55000;0;0;0;0;55000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;FOCUS;0754;;;Estandar
CARRO STUNT ROLLING;;5019;;;;40;0;26022;26022;0;100;24200;24200;0;0;0;0;24200;5;;;;1;7.001767735;TRUE;CACHARROS;GENERICA;;0;0;0;0;;CAS TECHNOLOGY;68699;;;Estandar
KIT COLOR 1302;;5137;;;;7;0;55591;55591;0;100;51700;51700;0;0;0;0;51700;5;;;;1;6.999334425;TRUE;CACHARROS;GENERICA;;0;0;0;0;;FOCUS;0754;;;Estandar
CARRO CONTROL REMOTO 926-6;;5017;;;;21;0;44946;44946;0;100;41800;41800;0;0;0;0;41800;5;;;;1;6.999510524;TRUE;CACHARROS;GENERICA;;0;0;0;0;;FOCUS;0754;;;Estandar
DEDOS GAMER;;6137;;;;100;0;1065;1065;0;100;990;990;0;0;0;0;990;5;;;;1;7.042253521;TRUE;CACHARROS;GENERICA;;0;0;0;0;;FOCUS;0754;;;Estandar
RELOJ SMART WATCH D20 ULTRA;;255;;;;30;0;11828;11828;0;100;11000;11000;0;0;0;0;11000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;FOCUS;0754;;;Estandar
BATERIAS AA;;7004;;;;200;0;1419;1419;0;100;1320;1320;0;0;0;0;1320;5;;;;1;6.976744186;TRUE;CACHARROS;GENERICA;;0;0;0;0;;FOCUS;0754;;;Estandar
BATERIAS AAA;;7005;;;;200;0;1419;1419;0;100;1320;1320;0;0;0;0;1320;5;;;;1;6.976744186;TRUE;CACHARROS;GENERICA;;0;0;0;0;;FOCUS;0754;;;Estandar
RELOJ SMART WATCH X90;;294;;;;12;0;47312;47312;0;100;44000;44000;0;0;0;0;44000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;FOCUS;0754;;;Estandar
MANILLA DE APPLE WATH METALICA;;215;;;;22;0;8871;8871;0;100;8250;8250;0;0;0;0;8250;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;POWERFUL;3355;;;Estandar
INTERCOMUNICADOR Q8;;6269;;;;6;0;234043;234043;0;0;220000;220000;0;0;0;0;220000;5;;;;1;6.000179454;TRUE;CACHARROS;GENERICA;;2365591.398;0;0;0;;FOCUS;0754;;;Estandar
FORRO PARA TABLET;;;;;;43;0;36559;36559.27273;0;;34000;34000;0;0;0;0;34000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;29570;0;0;0;;POWERFUL;3355;;;Estandar
FORRO LUJO 360 RM 14C;;;;;;310;0;11237;11237;0;100;10450;10450;0;0;0;0;10450;5;;;;1;7.003648661;TRUE;CACHARROS;GENERICA;;0;0;0;0;;KINOTEC MEDELLIN;;;;Estandar
PISTOLA DE BURBUJAS DINOFIN;;5084;;;;18;0;26237;26237;0;100;24400;24400;0;0;0;0;24400;5;;;;1;7.001562679;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BT-CASE;76548;;;Estandar
ANIMAL PARADISE LION E HIPPO;;5000;;;;6;0;41398;41398;0;100;38500;38500;0;0;0;0;38500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BT-CASE;76548;;;Estandar
KOALA ABRAZABLE. BUHO. BYRLY.CAPIBARA Y DINOSAURIO;;5056;;;;25;0;65054;65054;0;100;60500;60500;0;0;0;0;60500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;BT-CASE;76548;;;Estandar
ADAPTADOR PARA CABLE DE RED RJ45;;600;;;;12;0;23656;23656;0;100;22000;22000;0;0;0;0;22000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D G;863;;;Estandar
POWER BANK 5.000 MAH W11;;3044;;;;6;0;70968;70968;0;100;66000;66000;0;0;0;0;66000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D G;863;;;Estandar
MULTIPUERTO USB;;7084;;;;12;0;14194;14194;0;100;13200;13200;0;0;0;0;13200;5;;;;1;7.002958997;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D G;863;;;Estandar
REPETIDOR DE WIFI;;6401;;;;20;0;27204;27204;0;100;25300;25300;0;0;0;0;25300;5;;;;1;6.99897074;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D G;863;;;Estandar
DIADEMA HP 120;;6158;;;;20;0;65054;65054;0;100;60500;60500;0;0;0;0;60500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D G;863;;;Estandar
CONTROL GAME PAD;;6118;;;;2;0;53226;53226;0;100;49500;49500;0;0;0;0;49500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D G;863;;;Estandar
CAMARA IP WIFI SMART IP66;;6080;;;;30;0;88710;88710;0;100;82500;82500;0;0;0;0;82500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D G;863;;;Estandar
APARTADOR TC HDMI -VGA 4K;;6008;;;;6;0;30753;30753;0;100;28600;28600;0;0;0;0;28600;5;;;;1;7.000942997;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D G;863;;;Estandar
CABLE ADAPTADOR AIRSKY HC-03;;603;;;;6;0;23656;23656;0;100;22000;22000;0;0;0;0;22000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D G;863;;;Estandar
AURICULAR PARA CASCO Y20 2X;;6064;;;;1;0;224731;224731;0;100;209000;209000;0;0;0;0;209000;5;;;;1;6.999924354;TRUE;CACHARROS;GENERICA;;0;0;0;0;;D G;863;;;Estandar
JUEGO DE MESA ELECTRICO;;5039;;;;12;0;6151;6151;0;100;5720;5720;0;0;0;0;5720;5;;;;1;7.006990733;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
JUEGO DE MESA STITCH;;5040;;;;6;0;24839;24839;0;100;23100;23100;0;0;0;0;23100;5;;;;1;7.001087;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
BOMBILLO RECARGABLE SOLAR Z-828T;;4021;;;;6;0;27204;27204;0;100;25300;25300;0;0;0;0;25300;5;;;;1;6.99897074;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
MINI VENTILADOR 110;;5;;;;20;0;8280;8280;0;100;7700;7700;0;0;0;0;7700;5;;;;1;7.004830918;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
LAMPARA LED DE MEDUSA;;4105;;;;6;0;41398;41398;0;100;38500;38500;0;0;0;0;38500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
LAMPARA ESFERA DECO 052;;4097;;;;52;0;10054;10054;0;100;6600;6600;0;0;0;0;6600;5;;;;1;34.35448578;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ROBITEC;8753;;;Estandar
SOPLADOR ELECTRICO;;7099;;;;30;0;82796;82796;0;100;77000;77000;0;0;0;0;77000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
PELUCHE STITCH BOLSA DE AGUA CALIENTE;;5079;;;;5;0;33118;33118;0;100;30800;30800;0;0;0;0;30800;5;;;;1;6.999214928;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
MAQUINA MASAJE FACIAL AE-8782;;8033;;;;17;0;10054;10054;0;100;9350;9350;0;0;0;0;9350;5;;;;1;7.002188184;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
DEPILADOR INSTANTANEO FLA W-436;;8002;;;;11;0;10645;10645;0;100;9900;9900;0;0;0;0;9900;5;;;;1;6.998590888;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
MAQUINA CREPE;;4145;;;;3;0;62688;62688;0;100;58300;58300;0;0;0;0;58300;5;;;;1;6.999744768;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
CEPILLO LARGO MULTIUSOS 017;;4027;;;;12;0;8871;8871;0;100;8250;8250;0;0;0;0;8250;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
TRAPO LIMPIADOR;;;;;;6;0;1935;1935;0;100;1800;1800;0;0;0;0;1800;5;;;;1;6.976744186;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
DETANTAL DE COCINA;;4038;;;;11;0;4731;4731;0;100;4400;4400;0;0;0;0;4400;5;;;;1;6.996406679;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
GO CAR;;910;;;;3;0;413978;413978;0;100;385000;385000;0;0;0;0;385000;5;;;;1;6.999888883;TRUE;CACHARROS;GENERICA;;0;0;0;0;;SPY TECHNOLOGY;83373;;;Estandar
DIADEMA GAMER RGB A65;;6156;;;;12;0;29570;29570;0;100;27500;27500;0;0;0;0;27500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
LUZ LED CON OREJAS Y MONO POD P40D-3;;6288;;;;6;0;47312;47312;0;100;44000;44000;0;0;0;0;44000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
PANEL LED RGB PM-36;;6370;;;;4;0;127151;127151;0;100;118250;118250;0;0;0;0;118250;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
PALO DE SELFIE CON BLUETOOTH 05;;6358;;;;31;0;12419;12419;0;100;11550;11550;0;0;0;0;11550;5;;;;1;6.997342781;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
MICROFONO DE SOLAPA N31;;6299;;;;8;0;78065;78065;0;100;72600;72600;0;0;0;0;72600;5;;;;1;7.000576443;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
MOUSE GAMER JW-D231;;6342;;;;12;0;33118;33118;0;100;30800;30800;0;0;0;0;30800;5;;;;1;6.999214928;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
PROYECTOR CON VIDEO JUEGOS 4K;;6379;;;;2;0;402151;402151;0;100;374000;374000;0;0;0;0;374000;5;;;;1;7.000106925;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
PLUGGIN 7A 22043;;911;;;;15;0;11828;11828;0;100;11000;11000;0;0;0;0;11000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
POWER BANK 10.000 MAH SR-322;;3020;;;;8;0;37849;37849;0;100;35200;35200;0;0;0;0;35200;5;;;;1;6.998863907;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
MINI DC UPS 10.000 MAH POE-632E;;6325;;;;5;0;88710;88710;0;100;82500;82500;0;0;0;0;82500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
RELOJ SMART WATCH 4030;;249;;;;6;0;41398;41398;0;100;38500;38500;0;0;0;0;38500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
ANTENA TV EN BOLSA 1.5M;;6005;;;;50;0;2957;2957;0;100;2750;2750;0;0;0;0;2750;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
ANTENA TV EN CAJA 5M;;6006;;;;50;0;9462;9462;0;100;8800;8800;0;0;0;0;8800;5;;;;1;6.996406679;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
LINTERMA DE CAMPING SR-164;;7044;;;;15;0;18925;18925;0;100;17600;17600;0;0;0;0;17600;5;;;;1;7.001321004;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
BOMBILLLO RECARGABLE T01;;4019;;;;24;0;8871;8871;0;100;8250;8250;0;0;0;0;8250;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
BASE PARA NEVERA/LAVADORA SR-029;;4011;;;;12;0;14194;14194;0;100;13200;13200;0;0;0;0;13200;5;;;;1;7.002958997;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
MAQUINA DEPILADORA S-808;;8019;;;;12;0;9462;9462;0;100;8800;8800;0;0;0;0;8800;5;;;;1;6.996406679;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
TRIPODE 210CM SR-371;;6479;;;;3;0;8871;8871;0;100;8250;8250;0;0;0;0;8250;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;ZUM ZUM;826282;;;Estandar
"PARLANTE 8"" L240";;2056;;;;20;0;274409;274409;0;100;255200;255200;0;0;0;0;255200;5;;;;1;7.000134835;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
PARLANTE SK-2890;;2190;;;;20;0;406882;406882;0;100;378400;378400;0;0;0;0;378400;5;;;;1;7.000063901;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
PARLANTE 8890;;2059;;;;20;0;430323;430323;0;100;400200;400200;0;0;0;0;400200;5;;;;1;7.00009063;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
"PARLANTE DE 8"" 8860";;2090;;;;35;0;183871;183871.0345;0;;171000;171000;0;0;0;0;171000;5;;;;1;7.000033757;TRUE;CACHARROS;GENERICA;;177742;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
PARLANTE 6677;;2052;;;;26;0;348387;348386.9318;0;;324000;324000;0;0;0;0;324000;5;;;;1;6.999955966;TRUE;CACHARROS;GENERICA;;340645;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
"PARLANTE DE 12"" W30";;2088;;;;20;0;177742;177742;0;100;165300;165300;0;0;0;0;165300;5;;;;1;7.000033757;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
"PARLANTE 5"" YE-528";;2045;;;;12;0;306237;306237;0;100;284800;284800;0;0;0;0;284800;5;;;;1;7.000133883;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
"PARLANTE DE 4"" 923";;2089;;;;100;0;59462;59462;0;100;55300;55300;0;0;0;0;55300;5;;;;1;6.999428206;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
MICROFONO M14;;6308;;;;24;0;43065;43065;0;100;40050;40050;0;0;0;0;40050;5;;;;1;7.001044932;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
MICROFONO M16;;6309;;;;20;0;67742;67742;0;100;63000;63000;0;0;0;0;63000;5;;;;1;7.000088571;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
"PARLANE DE 8"" 807";;2030;;;;24;0;101720;101720;0;100;94600;94600;0;0;0;0;94600;5;;;;1;6.999606764;TRUE;CACHARROS;GENERICA;;0;0;0;0;;COMERCIALIZADORA SKYPLUS S.A.S;900700181;;;Estandar
CARGADOR DE RELOJ CARG 2 EN 1;;200;;;;20;0;9462;9462;0;100;8800;8800;0;0;0;0;8800;5;;;;1;6.996406679;TRUE;CACHARROS;GENERICA;;0;0;0;0;;GOGOTECH;96434;;;Estandar
CAMARA S2;;6085;;;;6;0;94624;94624;0;100;88000;88000;0;0;0;0;88000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;GOGOTECH;96434;;;Estandar
BRAZALETE SY-2401;;6068;;;;10;0;10645;10645;0;100;9900;9900;0;0;0;0;9900;5;;;;1;6.998590888;TRUE;CACHARROS;GENERICA;;0;0;0;0;;GOGOTECH;96434;;;Estandar
PARLANTE Z81Y03;;2213;;;;18;0;189247;189247;0;100;176000;176000;0;0;0;0;176000;5;;;;1;6.999846761;TRUE;CACHARROS;GENERICA;;0;0;0;0;;GOGOTECH;96434;;;Estandar
PARLANTE QL618;;2186;;;;6;0;236559;236559;0;100;220000;220000;0;0;0;0;220000;5;;;;1;6.999945045;TRUE;CACHARROS;GENERICA;;0;0;0;0;;GOGOTECH;96434;;;Estandar
DIADEMA STITCH MF-909;;6183;;;;24;0;41398;41398;0;100;38500;38500;0;0;0;0;38500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
DIADEMA CAPIBARA MF-701L;;6146;;;;24;0;41398;41398;0;100;38500;38500;0;0;0;0;38500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
DIADEMA LABUBU MF-701K;;6163;;;;24;0;41398;41398;0;100;38500;38500;0;0;0;0;38500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
RELOJ SMART WATCH KR ULTRA 3;;265;;;;12;0;74516;74516;0;100;69300;69300;0;0;0;0;69300;5;;;;1;6.999838961;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
HUMIDIFICADOR J-3;;4075;;;;6;0;70968;70968;0;100;66000;66000;0;0;0;0;66000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
MASAJEADOR FEMENINO MA-118;;4152;;;;6;0;56774;56774;0;100;52800;52800;0;0;0;0;52800;5;;;;1;6.999682953;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
LINTERNA BL-5156;;7052;;;;12;0;16559;16559;0;100;15400;15400;0;0;0;0;15400;5;;;;1;6.999214928;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
GRAMERA DIGITAL ELECTRONICA SF-400;;4063;;;;20;0;10645;10645;0;100;9900;9900;0;0;0;0;9900;5;;;;1;6.998590888;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
PARLANTE BLUESEED BS-602;;2061;;;;1;0;106452;106452;0;100;99000;99000;0;0;0;0;99000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;LUAN;3422;;;Estandar
DIADEMA PLUG 3.5MM 066;;6174;;;;20;0;20935;20935;0;100;19470;19470;0;0;0;0;19470;5;;;;1;6.99785049;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
MOUSE GAMER MIRROR 052;;6343;;;;4;0;66118;66118;0;100;55900;55900;0;0;0;0;55900;5;;;;1;15.45418797;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
PARLANTE PREMIUM BASS J5278;;2162;;;;2;0;508065;508065;0;100;472500;472500;0;0;0;0;472500;5;;;;1;7.000088571;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
PARLANTE PREMIUM BASS J5279;;2163;;;;1;0;779032;779032;0;100;724500;724500;0;0;0;0;724500;5;;;;1;6.999969193;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
PARLANTE PREMIUM BASS J5280;;2164;;;;2;0;666129;666129;0;100;619500;619500;0;0;0;0;619500;5;;;;1;6.999995496;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
PARLANTE PREMIUM BASS J5281;;2165;;;;2;0;869355;869355;0;100;808500;808500;0;0;0;0;808500;5;;;;1;7.000017254;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
TECLADO GAMER MINI SWITCH AZUL WY61-A;;6448;;;;3;0;88710;88710;0;100;82500;82500;0;0;0;0;82500;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;J & R;85322;;;Estandar
DIADEMA PELUCHE UNICORNIO MSL-833;;6173;;;;30;0;39032;39032;0;100;30800;30800;0;0;0;0;30800;5;;;;1;21.09038737;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JOMILUX;34545;;;Estandar
MAQUINA VGR V-227;;8072;;;;12;0;47312;47312;0;100;44000;44000;0;0;0;0;44000;5;;;;1;7.000338181;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JOMILUX;34545;;;Estandar
BARRA DE SONIDO JBL SB580;;2002;;;;1;0;1131885;1131885;0;100;1052653;1052653;0;0;0;0;1052653;5;;;;1;7.000004417;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JBL;4677;;;Estandar
"PARLANTE JBL PARTY BOX 320""W 240W";;2119;;;;1;0;2232261;2232261;0;100;2076003;2076003;0;0;0;0;2076003;5;;;;1;6.999987905;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JBL;4677;;;Estandar
PARLANTE JBL PARTYBOX ON-THE-GO ESSENTIAL SPEAKER;;2120;;;;2;0;1092251;1092251;0;100;1015793;1015793;0;0;0;0;1015793;5;;;;1;7.000039368;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JBL;4677;;;Estandar
PARLANTE JBL FLIP 7 NFS;;2118;;;;5;0;482089;482089;0;100;448343;448343;0;0;0;0;448343;5;;;;1;6.999952291;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JBL;4677;;;Estandar
PARLANTE JBL CHARG6 ZFT IP67;;2116;;;;3;0;657628;657628;0;100;611594;611594;0;0;0;0;611594;5;;;;1;7.000006082;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JBL;4677;;;Estandar
PARLANTE JBL BOOMBOX 4 BT SPEAKER;;2115;;;;2;0;1792215;1792215;0;100;1666760;1666760;0;0;0;0;1666760;5;;;;1;6.99999721;TRUE;CACHARROS;GENERICA;;0;0;0;0;;JBL;4677;;;Estandar
SET DE HERRAMIENTAS MT-612;;7094;;;;3;0;283871;283871;0;100;264000;264000;0;0;0;0;264000;5;;;;1;7.000010568;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
REPETIDOR DE WIFI LV-ER03T;;6402;;;;30;0;24839;24839;0;100;23100;23100;0;0;0;0;23100;5;;;;1;7.001087;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
PANEL LED 800 RGB;;6369;;;;9;0;163226;163226;0;100;140000;140000;0;0;0;0;140000;5;;;;1;14.22935072;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
PANEL PRO LED 800;;6371;;;;11;0;147849;147849;0;100;130000;130000;0;0;0;0;130000;5;;;;1;12.0724523;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
SOPORTE METALICO PARA CELULAR C1;;7103;;;;100;0;11237;11237;0;100;10450;10450;0;0;0;0;10450;5;;;;1;7.003648661;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
SOPORTE METALICO PARA CELULAR BG-2965;;7102;;;;224;0;13602;13602;0;100;12650;12650;0;0;0;0;12650;5;;;;1;6.99897074;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
HOLDER MOTO / BICICLETA ZA-228;;6251;;;;40;0;13011;13011;0;100;12100;12100;0;0;0;0;12100;5;;;;1;7.001767735;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
SOPORTE PARA CELULAR 360 S758;;6414;;;;40;0;8280;8280;0;100;7700;7700;0;0;0;0;7700;5;;;;1;7.004830918;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
PLUGGIN DE CARRO CA005;;923;;;;40;0;10054;10054;0;100;9350;9350;0;0;0;0;9350;5;;;;1;7.002188184;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
PLUGGIN DE CARRO CA004;;922;;;;40;0;9817;9817;0;100;9130;9130;0;0;0;0;9130;5;;;;1;6.998064582;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
AUDIFONOS I15;;6048;;;;100;0;8280;8280;0;100;7700;7700;0;0;0;0;7700;5;;;;1;7.004830918;TRUE;CACHARROS;GENERICA;;0;0;0;0;;MARTECH;7942;;;Estandar
