nombre;referencia;codigo_barras;invima;cum;codigo_producto_dian;existencias;impuesto;precioventa_con_impuesto;precio_venta_base;precio_venta_minimo;descuento_maximo_ps;precio_compra;precio_compraipm;total_impoconsumo;total_estampilla;icui;IBUA;costo;stock_minimo;es_ingrediente;manejo_bascula;vender_solo_existencia;realizar_pedido_solo_existencia;utilidad;mostrar_tienda;categoria;marca;codigo_cuenta;precio1;precio2;precio3;precio4;ubicacion;proveedor;nit_proveedor;url_imagen;nota;tipo_producto
FORRO FOCUS GEAR 4 IP 15 PRO;;;;;;1000;0;6589;6588.541667;0;0;6111.111111;6111.111111;0;0;0;0;6111.111111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;14993.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO GEAR METALIC IP 13 PRO;;;;;;1000;0;5990;5989.583333;0;0;5555.555556;5555.555556;0;0;0;0;5555.555556;5;FALSE;FALSE;FALSE;1;7.246376811;TRUE;ACCESORIOS;GENERICA;;14402.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO GEAR METALIC IP 15 PRO;;;;;;1000;0;5990;5989.583333;0;0;5555.555556;5555.555556;0;0;0;0;5555.555556;5;FALSE;FALSE;FALSE;1;7.246376811;TRUE;ACCESORIOS;GENERICA;;14402.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO GEAR METALIC S24;;;;;;1000;0;5990;5989.583333;0;0;5555.555556;5555.555556;0;0;0;0;5555.555556;5;FALSE;FALSE;FALSE;1;7.246376811;TRUE;ACCESORIOS;GENERICA;;14402.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO GEAR METALIC S24 PLUS;;;;;;1000;0;5990;5989.583333;0;0;5555.555556;5555.555556;0;0;0;0;5555.555556;5;FALSE;FALSE;FALSE;1;7.246376811;TRUE;ACCESORIOS;GENERICA;;14402.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HOLOGRAMA A 13 4G;;;;;;1000;0;4792;4791.666667;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HOLOGRAMA A 14;;;;;;1000;0;4792;4791.666667;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HOLOGRAMA RD 12C;;;;;;1000;0;4792;4791.666667;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HOLOGRAMA RD NOTE 12;;;;;;1000;0;4792;4791.666667;0;0;4444.444444;4444.444444;0;0;0;0;4444.444444;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO;;;;;;1000;0;11380;11380.20833;0;0;10555.55556;10555.55556;0;0;0;0;10555.55556;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;19715.27778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO 15;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO 15 PRO MAX;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO A 05S;;;;;;1020;0;8984;8984.375;0;0;7480;7480;0;0;0;0;7480;5;FALSE;FALSE;FALSE;1;16.74434783;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CASESKITTA;6544;;;Estandar
FORRO HUMO METALIZADO A 06;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO A 36;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO A16-26;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO IP 11 6.1;;;;;;1120;0;9462;9462.365591;0;;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;LINK;83992;;;Estandar
FORRO HUMO METALIZADO IP 12 6.1 / 12 PRO;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO IP 13 PRO MAX;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO IP 14 6.1/13;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO IP 14 PRO MAX;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO IP 16 PRO MAX;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO NOTE 14;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO NOTE 14 PRO/PLUS;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO REDMI 13C;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO HUMO METALIZADO REDMI 13C;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO IPHONE;;;;;;996;0;14375;14375;0;0;13333.33333;13333.33333;0;0;0;0;13333.33333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;22666.66667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO BRILLANTE IP 11;;;;;;996;0;9583;9583.333333;0;0;8888.888889;8888.888889;0;0;0;0;8888.888889;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17944.44444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO BRILLANTE IP 12;;;;;;997;0;9583;9583.333333;0;0;8888.888889;8888.888889;0;0;0;0;8888.888889;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17944.44444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO BRILLANTE IP 15 PRO;;;;;;1000;0;9583;9583.333333;0;0;8888.888889;8888.888889;0;0;0;0;8888.888889;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17944.44444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO BRILLANTE IP 16;;;;;;1000;0;9583;9583.333333;0;0;8888.888889;8888.888889;0;0;0;0;8888.888889;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17944.44444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO METALIZADO MAGSAFE IP 12 PRO MAX;;;;;;1000;0;13177;13177.08333;0;0;12222.22222;12222.22222;0;0;0;0;12222.22222;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;21486.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO METALIZADO MAGSAFE IP 13 PRO;;;;;;1000;0;13177;13177.08333;0;0;12222.22222;12222.22222;0;0;0;0;12222.22222;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;21486.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO METALIZADO MAGSAFE IP 13 PRO MAX;;;;;;1000;0;13177;13177.08333;0;0;12222.22222;12222.22222;0;0;0;0;12222.22222;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;21486.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO METALIZADO MAGSAFE IP 14;;;;;;999;0;13177;13177.08333;0;0;12222.22222;12222.22222;0;0;0;0;12222.22222;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;21486.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO METALIZADO MAGSAFE IP 14 PRO;;;;;;1000;0;13177;13177.08333;0;0;12222.22222;12222.22222;0;0;0;0;12222.22222;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;21486.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO METALIZADO MAGSAFE IP 14 PRO MAX;;;;;;1060;0;13177;13177.08333;0;0;12222.22222;12222.22222;0;0;0;0;12222.22222;5;FALSE;FALSE;FALSE;1;7.246376813;TRUE;ACCESORIOS;GENERICA;;21486.11111;0;0;0;;BT-CASE;3421;;;Estandar
FORRO LUJO METALIZADO MAGSAFE IP 15;;;;;;1000;0;13177;13177.08333;0;0;12222.22222;12222.22222;0;0;0;0;12222.22222;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;21486.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO METALIZADO MAGSAFE IP 15 PRO;;;;;;1000;0;13177;13177.08333;0;0;12222.22222;12222.22222;0;0;0;0;12222.22222;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;21486.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO METALIZADO MAGSAFE IP 15 PRO MAX;;;;;;1000;0;13177;13177.08333;0;0;12222.22222;12222.22222;0;0;0;0;12222.22222;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;21486.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO METALIZADO MAGSAFE IP 16;;;;;;1000;0;13177;13177.08333;0;0;12222.22222;12222.22222;0;0;0;0;12222.22222;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;21486.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO LUJO METALIZADO MAGSAFE IP 16 PRO;;;;;;1000;0;13177;13177.08333;0;0;12222.22222;12222.22222;0;0;0;0;12222.22222;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;21486.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MAGSAFE BRAKET 16 PLUS;;;;;;1000;0;14375;14375;0;0;13333.33333;13333.33333;0;0;0;0;13333.33333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;22666.66667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MAGSAFE IP 11;;;;;;1000;0;17370;17369.79167;0;0;16111.11111;16111.11111;0;0;0;0;16111.11111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;25618.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MAGSAFE IP 13 / 14;;;;;;1000;0;17370;17369.79167;0;0;16111.11111;16111.11111;0;0;0;0;16111.11111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;25618.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MAGSAFE IP 13 PRO MAX;;;;;;1000;0;17370;17369.79167;0;0;16111.11111;16111.11111;0;0;0;0;16111.11111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;25618.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MAGSAFE IP 14 PRO MAX;;;;;;1000;0;17370;17369.79167;0;0;16111.11111;16111.11111;0;0;0;0;16111.11111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;25618.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MAGSAFE IP 15;;;;;;1000;0;17370;17369.79167;0;0;16111.11111;16111.11111;0;0;0;0;16111.11111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;25618.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MAGSAFE IP 15 PRO MAX;;;;;;1000;0;17370;17369.79167;0;0;16111.11111;16111.11111;0;0;0;0;16111.11111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;25618.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MAGSAFE IP 16;;;;;;1000;0;17370;17369.79167;0;0;16111.11111;16111.11111;0;0;0;0;16111.11111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;25618.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MAGSAFE IP 16 PRO MAX;;;;;;1000;0;17370;17369.79167;0;0;16111.11111;16111.11111;0;0;0;0;16111.11111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;25618.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MAX COVER A 06;;;;;;1000;0;9583;9583.333333;0;0;8888.888889;8888.888889;0;0;0;0;8888.888889;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17944.44444;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO METAL STAND 14 PRO;;;;;;1000;0;11380;11380.20833;0;0;10555.55556;10555.55556;0;0;0;0;10555.55556;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;19715.27778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO METAL STAND 16 PRO;;;;;;1000;0;11380;11380.20833;0;0;10555.55556;10555.55556;0;0;0;0;10555.55556;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;19715.27778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MIRELLADO MAGSAFE PIEDRA IP 15 PRO MAX;;;;;;1000;0;5990;5989.583333;0;0;5555.555556;5555.555556;0;0;0;0;5555.555556;5;FALSE;FALSE;FALSE;1;7.246376811;TRUE;ACCESORIOS;GENERICA;;14402.77778;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MOTOMO TRANSFORMER A20 / A30;;;;;;999;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MOTOMO TRANSFORMER A25 5G;;;;;;1000;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MOTOMO TRANSFORMER A34;;;;;;1000;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MOTOMO TRANSFORMER E13;;;;;;991;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MOTOMO TRANSFORMER EDGE 50 PRO;;;;;;1000;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MOTOMO TRANSFORMER G72;;;;;;1000;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MOTOMO TRANSFORMER HN MG 5 LITE;;;;;;1000;0;7188;7187.5;0;0;6666.666667;6666.666667;0;0;0;0;6666.666667;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;15583.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MOTOMO TRANSFORMER HN X6B;;;;;;1000;0;7188;7187.5;0;0;6666.666667;6666.666667;0;0;0;0;6666.666667;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;15583.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MOTOMO TRANSFORMER HN X8B;;;;;;1000;0;7188;7187.5;0;0;6666.666667;6666.666667;0;0;0;0;6666.666667;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;15583.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MOTOMO TRANSFORMER RM 13;;;;;;1000;0;7188;7187.5;0;0;6666.666667;6666.666667;0;0;0;0;6666.666667;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;15583.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MOTOMO TRANSFORMER SP 30 4G;;;;;;1000;0;7188;7187.5;0;0;6666.666667;6666.666667;0;0;0;0;6666.666667;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;15583.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MOTOMO TRANSFORMER V Y03;;;;;;1000;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO MOTOMO TRANSFORMER V Y17S;;;;;;1000;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO NEUTRO CLASSIC IP 11;;;;;;1000;0;17370;17369.79167;0;0;16111.11111;16111.11111;0;0;0;0;16111.11111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;25618.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO NEUTRO CLASSIC IP 13 /14;;;;;;1000;0;17370;17369.79167;0;0;16111.11111;16111.11111;0;0;0;0;16111.11111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;25618.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO NEUTRO CLASSIC IP 15;;;;;;1000;0;17370;17369.79167;0;0;16111.11111;16111.11111;0;0;0;0;16111.11111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;25618.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO NEUTRO CLASSIC IP 15 PRO MAX;;;;;;1000;0;17370;17369.79167;0;0;16111.11111;16111.11111;0;0;0;0;16111.11111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;25618.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO NEUTRO CLASSIC IP 16 PRO MAX;;;;;;1000;0;17370;17369.79167;0;0;16111.11111;16111.11111;0;0;0;0;16111.11111;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;25618.05556;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PARA AIRPODS;;;;;;952;0;4552;4552.083333;0;0;4222.222222;4222.222222;0;0;0;0;4222.222222;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;12986.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PARA CARGADOR 20W;;;;;;1240;0;6505;6505.376344;0;;4950;4950;0;0;0;0;4950;5;FALSE;FALSE;FALSE;1;23.90909091;TRUE;ACCESORIOS;GENERICA;;13222.22222;0;0;0;;QUALITY TECH;986656;;;Estandar
FORRO PIEDRA A05;;;;;;1000;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PIEDRA A22 4G;;;;;;1000;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PIEDRA RM 13C;;;;;;1000;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PIEDRA RM NOTE 13 4G;;;;;;1000;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PIEDRA RM NOTE 14;;;;;;1000;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PIEDRA RM NOTE 14 4G;;;;;;1000;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PIEDRA RM NOTE 8;;;;;;1000;0;5391;5390.625;0;0;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;13812.5;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PRO HUMO IP 16 PLUS;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PRO HUMO IP 16 PRO;;;;;;1000;0;8984;8984.375;0;0;8333.333333;8333.333333;0;0;0;0;8333.333333;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;17354.16667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PROTECTOR CABEZA MOTIVOS VARIOS;;;;;;924;0;4552;4552.083333;0;0;4222.222222;4222.222222;0;0;0;0;4222.222222;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;General;GENERICA;;12986.11111;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PROTECTOR CAMARA IP 11;;;;;;1000;0;17969;17968.75;0;0;16666.66667;16666.66667;0;0;0;0;16666.66667;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;26208.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PROTECTOR CAMARA IP 12 PRO;;;;;;1000;0;17969;17968.75;0;0;16666.66667;16666.66667;0;0;0;0;16666.66667;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;26208.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PROTECTOR CAMARA IP 12 PRO MAX;;;;;;1000;0;17969;17968.75;0;0;16666.66667;16666.66667;0;0;0;0;16666.66667;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;26208.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PROTECTOR CAMARA IP 13;;;;;;1000;0;17969;17968.75;0;0;16666.66667;16666.66667;0;0;0;0;16666.66667;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;26208.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PROTECTOR CAMARA IP 13 PRO MAX;;;;;;1000;0;17969;17968.75;0;0;16666.66667;16666.66667;0;0;0;0;16666.66667;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;26208.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO PROTECTOR CAMARA IP 14 PRO MAX;;;;;;1000;0;17969;17968.75;0;0;16666.66667;16666.66667;0;0;0;0;16666.66667;5;FALSE;FALSE;FALSE;1;7.246376812;TRUE;ACCESORIOS;GENERICA;;26208.33333;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
