nombre;referencia;codigo_barras;invima;cum;codigo_producto_dian;existencias;impuesto;precioventa_con_impuesto;precio_venta_base;precio_venta_minimo;descuento_maximo_ps;precio_compra;precio_compraipm;total_impoconsumo;total_estampilla;icui;IBUA;costo;stock_minimo;es_ingrediente;manejo_bascula;vender_solo_existencia;realizar_pedido_solo_existencia;utilidad;mostrar_tienda;categoria;marca;codigo_cuenta;precio1;precio2;precio3;precio4;ubicacion;proveedor;nit_proveedor;url_imagen;nota;tipo_producto
CABLE GRABADORA;;;;;;1000;0;2366;2365.591398;0;100;2200;2200;0;0;0;0;2200;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;2500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SECADOR BOPAI BP- 8599;;;;;;999;0;52043;52043.01075;0;100;48400;48400;0;0;0;0;48400;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;55000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PARLANTE PODER INTERNO IP-V50;;;;;;1000;0;52043;52043.01075;0;0;48400;48400;0;0;0;0;48400;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;55000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
VENTILADOR DIFUSION NT- FS03;;;;;;998;0;35484;35483.87097;0;100;33000;33000;0;0;0;0;33000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;37500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PARLANTE NJ- 1317M;;;;;;999;0;30280;30279.56989;0;100;28160;28160;0;0;0;0;28160;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;32000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
RADIO R092 BTS;;;;;;999;0;42581;42580.64516;0;100;39600;39600;0;0;0;0;39600;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;45000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
MAQUINA GEEMY 3EN1 566;;;;;;75;0;21763;21763.44086;0;100;19800;19800;0;0;0;0;19800;5;FALSE;FALSE;FALSE;1;9.02173913;TRUE;CACHARROS;GENERICA;;23000;0;0;0;;WEIBO;33333;;;Estandar
PARLANTE PT- NV 7730;;;;;;130;0;179785;179784.9462;0;100;126500;126500;0;0;0;0;126500;5;FALSE;FALSE;FALSE;1;29.63815789;TRUE;CACHARROS;GENERICA;;190000;0;0;0;;PREMIUM;6866;;;Estandar
PARLANTE PT- SS101;;;;;;100;0;179785;179784.9462;0;100;167200;167200;0;0;0;0;167200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;190000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PARLANTE 2 QS-1372;;;;;;91;0;8989;8989.247312;0;100;8360;8360;0;0;0;0;8360;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;9500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PARLANTE GTS- 1386;;;;;;50;0;14667;14666.66667;0;100;13640;13640;0;0;0;0;13640;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;15500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PATILLERA T9;;;;;;999;0;9935;9935.483871;0;100;9240;9240;0;0;0;0;9240;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;10500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CARGADOR FORTS;;;;;;998;0;4731;4731.182796;0;100;4400;4400;0;0;0;0;4400;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;5000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CABEZOTE ECONOMICO;;;;;;998;0;1892;1892.473118;0;100;1760;1760;0;0;0;0;1760;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;2000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CARGADOR 5W;;;;;;1000;0;7570;7569.892473;0;100;7040;7040;0;0;0;0;7040;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;8000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
BICIBLETAS PEQUEÃ‘AS;;;;;;997;0;85161;85161.29032;0;100;79200;79200;0;0;0;0;79200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;85161.29032;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PARLANTE S Y B BOSSE;;;;;;1000;0;222366;222365.5914;0;100;206800;206800;0;0;0;0;206800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;235000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CABLE VIDVIE;;;;;;998;0;8516;8516.129032;0;100;7920;7920;0;0;0;0;7920;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;9000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
AUDIFONOS S10;;;;;;990;0;4258;4258.064516;0;100;3960;3960;0;0;0;0;3960;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;4500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONTROL DE XBOX;;;;;;998;0;33118;33118.27957;0;100;30800;30800;0;0;0;0;30800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;33118.27957;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CARGADOR INALAMBRICO;;;;;;47;0;4301;4301.075269;0;100;4000;4000;0;0;0;0;4000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;4500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CARGADOR PINZA;;;;;;49;0;5376;5376.344086;0;100;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;5500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
TRIPODE DK 3888;;;;;;999;0;14194;14193.54839;0;100;13200;13200;0;0;0;0;13200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;14193.54839;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
ARO DE LUZ RGB YM200;;;;;;997;0;75699;75698.92473;0;100;70400;70400;0;0;0;0;70400;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;75698.92473;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PARLANTE OFERTA;;;;;;1000;0;9677;9677.419355;0;100;9000;9000;0;0;0;0;9000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;10000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CARGADOR CH-814 3.0;;;;;;992;0;4839;4838.709677;0;100;4500;4500;0;0;0;0;4500;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;4838.709677;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SOPORTE TV X-200;;;;;;999;0;18925;18924.73118;0;100;17600;17600;0;0;0;0;17600;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;18924.73118;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PARLANTE GTS-1945;;;;;;972;0;9462;9462.365591;0;100;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;9462.365591;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONTROL PS 5;;;;;;998;0;189247;189247.3118;0;100;176000;176000;0;0;0;0;176000;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;189247.3118;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CASE DE LUJO KITI;;;;;;996;0;4839;4838.709677;0;100;4500;4500;0;0;0;0;4500;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;5000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CASE TRANSFORMER;;;;;;998;0;5376;5376.344086;0;100;5000;5000;0;0;0;0;5000;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;5500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONTROL HARVIC GAME GAM-10;;;;;;999;0;77591;77591.39785;0;100;72160;72160;0;0;0;0;72160;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;77591.39785;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PARLANTE 8 INCH;;;;;;998;0;53763;53763.44086;0;100;50000;50000;0;0;0;0;50000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;60000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PARLANTE 8 GTS- 1950;;;;;;1000;0;70968;70967.74194;0;100;66000;66000;0;0;0;0;66000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;75000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
MOUSE W89;;;;;;999;0;10882;10881.72043;0;100;10120;10120;0;0;0;0;10120;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;10881.72043;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
JARRAS CERVEZERAS;;;;;;1000;0;50860;50860.21505;0;100;47300;47300;0;0;0;0;47300;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;55000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PATINETA HARVIC 680;;;;;;1000;0;1505376;1505376.344;0;100;1400000;1400000;0;0;0;0;1400000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;1450000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SOPORTE P6;;;;;;999;0;78495;78494.62366;0;100;73000;73000;0;0;0;0;73000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;80000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PARLANTE FLAME GTS-1835;;;;;;993;0;9462;9462.365591;0;100;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;9462.365591;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
RELOJ SMART WATCH X;;;;;;999;0;23656;23655.91398;0;100;22000;22000;0;0;0;0;22000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;23655.91398;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
LLAVERO PARA CELULAR;;;;;;998;0;9462;9462.365591;0;100;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;9462.365591;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CAJA DE HERRAMIENTAS;;;;;;3;0;338710;338709.6774;0;100;315000;315000;0;0;0;0;315000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;338709.6774;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
MAQUINA VGR V-331;;;;;;998;0;30280;30279.56989;0;100;28160;28160;0;0;0;0;28160;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;30279.56989;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
DIADEMAS C-2237;;;;;;993;0;18925;18924.73118;0;100;17600;17600;0;0;0;0;17600;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;18924.73118;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
BOLSO ACUATICO;;;;;;17410;0;1075;1075.268817;0;100;1200;1200;0;0;0;0;1200;5;FALSE;FALSE;FALSE;1;-11.6;TRUE;CACHARROS;GENERICA;;1075.268817;0;0;0;;JOLLYTEC;76544;;;Estandar
DIADEMA SPIGEN SP- 08;;;;;;50;0;46237;46236.55914;0;100;43000;43000;0;0;0;0;43000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;50000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
EXTRACTOR MATERNO;;;;;;999;0;73806;73806.45161;0;100;68640;68640;0;0;0;0;68640;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;73806.45161;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PARLANTE MTD-18;;;;;;52;0;21183;21182.7957;0;100;19700;19700;0;0;0;0;19700;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;22500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SOPORTE PARA COMPUTADOR;;;;;;100;0;41935;41935.48387;0;100;39000;39000;0;0;0;0;39000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;45000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CARGADOR UNIVERSAL CAJA VERDE;;;;;;54;0;25806;25806.45161;0;100;24000;24000;0;0;0;0;24000;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;28000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CARGADOR FLECHITA V8;;;;;;988;0;2903;2903.225806;0;100;2700;2700;0;0;0;0;2700;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;3000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CARGADOR UNIVERSAL ECONOMICO;;;;;;97;0;2473;2473.11828;0;100;2300;2300;0;0;0;0;2300;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;2500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
MICROFONO N9;;;;;;999;0;33118;33118.27957;0;100;30800;30800;0;0;0;0;30800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;33118.27957;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PLANCHA REMINTONG ORIFINAL 1937;;;;;;999;0;146667;146666.6667;0;100;136400;136400;0;0;0;0;136400;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;146666.6667;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO SILICON MT G86;;;;;;998;0;8172;8172.043011;0;100;7600;7600;0;0;0;0;7600;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;9000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO SILICON HOT 6O I;;;;;;220;0;9140;9139.784946;0;100;8250;8250;0;0;0;0;8250;5;FALSE;FALSE;FALSE;1;9.735294118;TRUE;ACCESORIOS;GENERICA;;9000;0;0;0;;VOLTEX;88855;;;Estandar
FORRO SILICON RD 15;;;;;;998;0;9140;9139.784946;0;100;8500;8500;0;0;0;0;8500;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;9000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO SILICON SPARK GO 2;;;;;;1200;0;9140;9139.784946;0;100;5500;5500;0;0;0;0;5500;5;FALSE;FALSE;FALSE;1;39.82352941;TRUE;ACCESORIOS;GENERICA;;9000;0;0;0;;QUALITY TECH;986656;;;Estandar
FORRO SILICON 40 PRO PLUS;;;;;;999;0;9140;9139.784946;0;100;8500;8500;0;0;0;0;8500;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;9000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE REDMI 15;;;;;;304;0;9462;9462.365591;0;0;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE HOT 601;;;;;;183;0;9462;9462.365591;0;0;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE HOT 60 PRO PLUS;;;;;;150;0;9462;9462.365591;0;0;8250;8250;0;0;0;0;8250;5;FALSE;FALSE;FALSE;1;12.8125;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;VOLTEX;88855;;;Estandar
SILICONA CASE SPARK 40;;;;;;60;0;9462;9462.365591;0;0;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE SPARK 40 C;;;;;;20;0;9462;9462.365591;0;0;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE SPARK 40 PRO;;;;;;20;0;9462;9462.365591;0;0;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE SPARK 40 PRO PLUS;;;;;;20;0;9462;9462.365591;0;0;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE G56;;;;;;48;0;9462;9462.365591;0;0;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE G86;;;;;;56;0;9462;9462.365591;0;0;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE SMART 10 PLUS;;;;;;20;0;8871;8870.967742;0;0;8250;8250;0;0;0;0;8250;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE SPARK GO 2;;;;;;88;0;8871;8870.967742;0;0;8250;8250;0;0;0;0;8250;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE CAMON 0M PRO;;;;;;20;0;8871;8870.967742;0;0;8250;8250;0;0;0;0;8250;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE HONOR 400 LITE;;;;;;260;0;8871;8870.967742;0;0;4950;4950;0;0;0;0;4950;5;FALSE;FALSE;FALSE;1;44.2;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;QUALITY TECH;986656;;;Estandar
SILICONA CASE HOT 50I;;;;;;294;0;8280;8279.569892;0;0;5500;5500;0;0;0;0;5500;5;FALSE;FALSE;FALSE;1;33.57142857;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;QUALITY TECH;986656;;;Estandar
SILICONA CASE SPARK 30 5G;;;;;;20;0;8280;8279.569892;0;0;7700;7700;0;0;0;0;7700;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;0;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO SILICON SPARK 40;;;;;;1000;0;9140;9139.784946;0;100;8500;8500;0;0;0;0;8500;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;9000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO SILICON HOT 400 LITE;;;;;;1000;0;8602;8602.150538;0;100;8000;8000;0;0;0;0;8000;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;8500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO SILICON CAMON 40 PRO;;;;;;1000;0;8602;8602.150538;0;100;8000;8000;0;0;0;0;8000;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;8500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
FORRO SILICON TECNO SPARK 40 C;;;;;;1000;0;9140;9139.784946;0;100;8500;8500;0;0;0;0;8500;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;9000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE REDMI 15C;;;;;;310;0;9462;9462.365591;0;100;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;9462.365591;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE EDGE 60 FUSION;;;;;;35;0;8871;8870.967742;0;100;8250;8250;0;0;0;0;8250;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;8870.967742;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
SILICONA CASE NOTE 50S;;;;;;110;0;9462;9462.365591;0;100;5500;5500;0;0;0;0;5500;5;FALSE;FALSE;FALSE;1;41.875;TRUE;CACHARROS;GENERICA;;9462.365591;0;0;0;;QUALITY TECH;986656;;;Estandar
SILICONA CASE SPARK GO 2;;;;;;100;0;8871;8870.967742;0;100;8250;8250;0;0;0;0;8250;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;8870.967742;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PARLANTE XIAOMI REDONDO BHR-486;;;;;;99;0;47312;47311.82796;0;100;44000;44000;0;0;0;0;44000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;50000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
PARLANTE XIAOMI PQÃ‘ JP- 7293;;;;;;998;0;61505;61505.37634;0;100;57200;57200;0;0;0;0;57200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;65000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
RELOJ SMART WATCH SERIE 10 S1000 PRO;;;;;;999;0;31226;31225.80645;0;100;29040;29040;0;0;0;0;29040;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;31225.80645;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
VENTILADOR SAMURAI 2 EN 1;;;;;;39;0;208172;208172.043;0;100;193600;193600;0;0;0;0;193600;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;220000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
LAMPARA DE UÃ‘AS;;;;;;999;0;87054;87053.76344;0;100;80960;80960;0;0;0;0;80960;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;87053.76344;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
LICUADORA PLASTICA;;;;;;995;0;67742;67741.93548;0;100;63000;63000;0;0;0;0;63000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;67741.93548;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
BOMBOX ORIGINAL;;;;;;1000;0;1688172;1688172.043;0;100;1570000;1570000;0;0;0;0;1570000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;1688172.043;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
LAMPARA PARA CELULAR D125;;;;;;100;0;49204;49204.30108;0;100;45760;45760;0;0;0;0;45760;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;52000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
TETERO SAMSUNG 25W;;;;;;99;0;4731;4731.182796;0;100;4400;4400;0;0;0;0;4400;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;5000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
RELOJ Y9 COMBO;;;;;;97;0;65699;65698.92473;0;100;61100;61100;0;0;0;0;61100;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;70000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
RELOJ A89 PLUS;;;;;;997;0;61505;61505.37634;0;100;57200;57200;0;0;0;0;57200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;65000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
AUDIFONOS TUGET M325;;;;;;98;0;4086;4086.021505;0;100;3800;3800;0;0;0;0;3800;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;4500;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
JZ MOVIL 3A TC;;;;;;968;0;3763;3763.44086;0;100;3500;3500;0;0;0;0;3500;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;4000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CARGADOR 9V;;;;;;94;0;9462;9462.365591;0;100;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;10000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CARGADOR EARPHONE ML-512;;;;;;946;0;2688;2688.172043;0;100;2500;2500;0;0;0;0;2500;5;FALSE;FALSE;FALSE;1;7;TRUE;ACCESORIOS;GENERICA;;3000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
TELEVISOR TV 43 PLATINUM;;;;;;93;0;784946;784946.2366;0;100;730000;730000;0;0;0;0;730000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;730000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CONSOLA PORTATIL R 365;;;;;;100;0;132473;132473.1183;0;100;123200;123200;0;0;0;0;123200;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;140250;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
GAFAS M8 PRO;;;;;;50;0;35011;35010.75269;0;100;32560;32560;0;0;0;0;32560;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;37000;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
"TELEVISOR 43"" PLATINUM";;;;;;18;0;752688;752688.172;0;100;700000;700000;0;0;0;0;700000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;752688.172;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
"TELEVISOR LED DE 32"" NIA";;;;;;20;0;494624;494623.6559;0;100;460000;460000;0;0;0;0;460000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;494623.6559;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
"TELEVISOR DE 32"" PLATINUM";;;;;;27;0;462366;462365.5914;0;100;430000;430000;0;0;0;0;430000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;462365.5914;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
CAMARA PARA CARRO;;;;;;96;0;47312;47311.82796;0;100;44000;44000;0;0;0;0;44000;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;47311.82796;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
VENTILADOR CABEZA LOCA;;;;;;99;0;127742;127741.9355;0;100;118800;118800;0;0;0;0;118800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;127741.9355;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
HUMIDIFICADOR DE GATO;;;;;;99;0;9462;9462.365591;0;100;8800;8800;0;0;0;0;8800;5;FALSE;FALSE;FALSE;1;7;TRUE;CACHARROS;GENERICA;;9462.365591;0;0;0;;CONSUMIDOR FINAL;99;;;Estandar
